task_id,subtask_id,declared_app_count,input_types,output_types,inferred_apps,inferred_operations,evaluator_types,inferred_chain,conservative_coverage,coverage_gaps,task_file_sha256
3-12,2,3,.jpg,.eml|.pdf,email|llm|ocr|pdf,email.send_email|llm.complete_text|ocr.recognize_file|pdf.create_or_transform,evaluate_contain|evaluate_contain|evaluate_file_exist,ocr -> email+pdf,unsupported,operation:email.send_email|operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.eml|write:.pdf,32af6d6cb6f841acfd4f0768a321467c9e43a3875a412df2eebaae1046c98873
3-13,0,3,.jpg,.pdf,llm|ocr|pdf|shell,llm.complete_text|ocr.recognize_file|pdf.create_or_transform|shell.command,evaluate_contain|evaluate_file_exist|evaluate_file_exist,ocr -> pdf,unsupported,operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.pdf,e70b1147c5252dc85441a63bfbc2e91f2ffbfea541f0ef847c6f8aecf9af1df5
3-13,1,3,.jpg,.pdf,ocr|pdf|shell,ocr.recognize_file|pdf.create_or_transform|shell.command,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,ocr -> pdf,unsupported,operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.pdf,a9387b939d02019f121cc91519e22449f33659bc45ecb6c5226879f488da051b
3-14,0,3,.jpg,.ics|.pdf,calendar|llm|ocr|pdf,calendar.create_event|llm.complete_text|ocr.recognize_file|pdf.create_or_transform,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,ocr -> calendar+pdf,unsupported,operation:calendar.create_event|operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.ics|write:.pdf,887659792c1a7834b0a62bdedf7c03c289fdb6161bb35d76f8eaddca73980f8d
3-14,1,3,.jpg,.ics|.pdf,calendar|ocr|pdf,calendar.create_event|ocr.recognize_file|pdf.create_or_transform,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,ocr -> calendar+pdf,unsupported,operation:calendar.create_event|operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.ics|write:.pdf,833adfb6c46abdba0a8274eaca24fed33b515611d9d8a3ab38d3e26d70662c9e
3-15,0,3,.pdf,.eml|.jpg,email|ocr|pdf,email.send_email|ocr.recognize_file|pdf.convert_to_image|pdf.read_file,evaluate_contain|evaluate_file_exist,pdf -> email+ocr,partial,operation:email.send_email|operation:ocr.recognize_file|operation:pdf.convert_to_image|write:.eml|write:.jpg,0bd5b4d90a07b233122376492aedd09fd9767811065af0570871a21af42f5783
3-16,0,3,.pdf,.docx|.jpg,ocr|pdf|word,ocr.recognize_file|pdf.convert_to_image|pdf.read_file|word.create_or_update_file,evaluate_file_exist|evaluate_file_exist,pdf -> ocr+word,partial,operation:ocr.recognize_file|operation:pdf.convert_to_image|write:.jpg,98a9c73cb2ee3d6ff81698a6c9dda51c75e9a4341058554e624c2a130a87fb6e
3-17,0,3,.pdf,.eml|.jpg,email|pdf,email.send_email|pdf.convert_to_image|pdf.read_file,evaluate_contain|evaluate_file_exist,pdf -> email+ocr,partial,operation:email.send_email|operation:pdf.convert_to_image|write:.eml|write:.jpg,fae9235e2787905f263953c87072f9c43dd2445f29612c0092ab66cea2f82386
3-18,0,3,.pdf,.jpg|.xlsx,excel|ocr|pdf,excel.create_or_update_file|ocr.recognize_file|pdf.convert_to_image|pdf.read_file,evaluate_file_exist|evaluate_file_exist,pdf -> excel+ocr,partial,operation:excel.create_or_update_file|operation:ocr.recognize_file|operation:pdf.convert_to_image|write:.jpg|write:.xlsx,6a52278fd4e1522b502b8f985465b2deef2549d9e30e8fe3f3654b03cf30a6a3
3-19,0,3,.jpg|.pdf,.docx|.eml,email|ocr|pdf|word,email.send_email|ocr.recognize_file|pdf.read_file|word.create_or_update_file,evaluate_contain|evaluate_contain|evaluate_file_exist,ocr+pdf -> email+word,partial,operation:email.send_email|operation:ocr.recognize_file|read:.jpg|write:.eml,a8562658d65d0ba367670af8b45135b0b8db5a3466170031b816b2e746d65c4c
3-2,0,3,.pdf,.docx|.xlsx,excel|llm|pdf|word,excel.create_or_update_file|llm.complete_text|pdf.read_file|word.create_or_update_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,pdf -> excel+word,partial,operation:excel.create_or_update_file|write:.xlsx,1a41ceba420155aa6f007951c79dd96a11d3a3527a43b41aa1a6a37b048ee5ae
3-20,0,3,.jpg|.pdf,.docx|.ics,calendar|ocr|pdf|word,calendar.create_event|ocr.recognize_file|pdf.read_file|word.create_or_update_file,evaluate_contain|evaluate_contain|evaluate_file_exist,ocr+pdf -> calendar+word,partial,operation:calendar.create_event|operation:ocr.recognize_file|read:.jpg|write:.ics,d2c26f4f76581e18eaaf78c99a8b33d58f693b5a1a9c82a34c9fdd6b2c3c5f79
3-21,0,3,.jpg|.pdf,.docx|.pdf,ocr|pdf|shell|word,ocr.recognize_file|pdf.create_or_transform|pdf.read_file|shell.command|word.create_or_update_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,ocr+pdf -> pdf+word,partial,operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.pdf,b060199907a9b6cbe45a7fa115d723701b263bbd51edab360eb3f5d11e42bb62
3-22,0,3,.jpg,.docx,ocr|pdf|shell|word,ocr.recognize_file|shell.command|word.create_or_update_file,evaluate_file_exist|evaluate_file_exist,ocr -> word,partial,operation:ocr.recognize_file|read:.jpg,c44ffc22a6be0a071b80e9129fe0eff785ae18abdd032e19b5bd9968e60ff0e7
3-23,0,3,.jpg,.docx|.ics,calendar|ocr|pdf|word,calendar.create_event|ocr.recognize_file|word.create_or_update_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,ocr -> calendar+word,partial,operation:calendar.create_event|operation:ocr.recognize_file|read:.jpg|write:.ics,006e568251eb26ca1a059cb49421ffeaaefd477c17791d53e7c6da1e7be1d375
3-24,0,3,.pdf,.docx|.ics,calendar|llm|pdf|word,calendar.create_event|llm.complete_text|pdf.read_file|word.create_or_update_file,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,pdf -> calendar+word,partial,operation:calendar.create_event|write:.ics,19f62d3e220bf386976001408ffebcee39a0bc637b634841e3e8220d12d6ad8b
3-25,0,3,.jpg,.docx|.pdf,ocr|pdf|word,ocr.recognize_file|pdf.create_or_transform|word.create_or_update_file,evaluate_file_exist|evaluate_file_exist,ocr -> pdf+word,partial,operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.pdf,0a08810503fa851b0f90ed25b8462b8ce7f0c9fb1008e2962768971e9588c4ad
3-26,0,3,.pdf,.docx|.eml,email|llm|pdf|word,email.send_email|llm.complete_text|pdf.read_file|word.create_or_update_file,evaluate_contain|evaluate_contain|evaluate_file_exist,pdf -> email+word,partial,operation:email.send_email|write:.eml,e49ca5425577612938f108b75363176e3cfa411488713ee01f8b13b42d1c4776
3-27,0,3,.jpg|.png,.eml|.xlsx,email|excel|ocr,email.send_email|excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,ocr -> email+excel,unsupported,operation:email.send_email|operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|read:.png|write:.eml|write:.xlsx,93c91f462755c2eb2a9d64a1b7de3435eeac572f08504c3c7054016ad03a8457
3-28,0,3,.jpg|.png,.ics|.xlsx,calendar|excel|ocr,calendar.create_event|excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,ocr -> calendar+excel,unsupported,operation:calendar.create_event|operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|read:.png|write:.ics|write:.xlsx,8a69daea7cab8a78a33f0e582b448929d4a33fd6aef9491e79f6304229a89a54
3-29,0,3,.jpg|.png,.eml|.xlsx,email|excel|ocr,email.send_email|excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_excel_cell_value|evaluate_file_exist|evaluate_file_exist,ocr -> email+excel,unsupported,operation:email.send_email|operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|read:.png|write:.eml|write:.xlsx,580de986f6eec568e2c5e86a2b6c0d6b35081d1e2624e7f2e5a82ccafa97b4af
3-3,0,3,.docx,.eml|.pdf,email|pdf|word,email.send_email|word.convert_to_pdf|word.read_file,evaluate_contain|evaluate_contain|evaluate_file_exist,word -> email+pdf,unsupported,operation:email.send_email|operation:word.convert_to_pdf|operation:word.read_file|read:.docx|write:.eml|write:.pdf,ea865d446b9b7e923a32edf898f61663150fbf5b3ae139a8fe851c732ad2a284
3-30,0,3,.jpg|.png,.xlsx,excel|ocr|shell,excel.create_or_update_file|ocr.recognize_file|shell.command,evaluate_excel_cell_value|evaluate_excel_cell_value|evaluate_file_exist|evaluate_file_exist,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|read:.png|write:.xlsx,178036b529dfb93982000221cd061cf67988c6219011820a5c8ae67d69a627e1
3-32,0,3,.pdf,.xlsx,excel|ocr|pdf|shell,excel.create_or_update_file|ocr.recognize_file|pdf.read_file|shell.command,evaluate_excel_cell_value|evaluate_file_exist|evaluate_file_exist,pdf -> excel,partial,operation:excel.create_or_update_file|operation:ocr.recognize_file|write:.xlsx,b416d917b7c696a4314296bce5aa0ce4a0388c143eeb963b92fd153a05cc583e
3-33,0,3,.pdf,.ics|.xlsx,calendar|excel|ocr|pdf,calendar.create_event|excel.create_or_update_file|ocr.recognize_file|pdf.read_file,evaluate_file_exist|evaluate_file_exist|evaluate_not_contain,pdf -> calendar+excel,partial,operation:calendar.create_event|operation:excel.create_or_update_file|operation:ocr.recognize_file|write:.ics|write:.xlsx,72f88fdd321ade3fb1cae345aa312c595d58cd54e951fbe76815d848159c93c6
3-34,0,3,.pdf,.ics|.xlsx,calendar|excel|ocr|pdf,calendar.create_event|excel.create_or_update_file|ocr.recognize_file|pdf.read_file,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,pdf -> calendar+excel,partial,operation:calendar.create_event|operation:excel.create_or_update_file|operation:ocr.recognize_file|write:.ics|write:.xlsx,3cf85d9cf4b6d935d99811796e1ca2baea5d0e8039e605629489417688320f1d
3-35,0,3,.jpg,.eml|.xlsx,email|excel|ocr|pdf,email.send_email|excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_file_exist,ocr -> email+excel,unsupported,operation:email.send_email|operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|write:.eml|write:.xlsx,a3229b69361c8f40275202041613f71c48673a681511de3e9a30e47d95b2a8b4
3-36,0,3,.jpg,.ics|.xlsx,calendar|excel|ocr|pdf,calendar.create_event|excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_exact_match|evaluate_file_exist,ocr -> calendar+excel,unsupported,operation:calendar.create_event|operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|write:.ics|write:.xlsx,acfda6a6c79088f2071346252fdfe6de9c8dec7682d24613e3748bd3edfcbb36
3-37,0,3,.jpg,.xlsx,excel|ocr|pdf|shell,excel.create_or_update_file|ocr.recognize_file|shell.command,evaluate_exact_match,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|write:.xlsx,af73dfee30efc7547ffeaa98cb61c336044999f3466c98730dd3050b207268d9
3-38,0,3,.jpg,.xlsx,excel|ocr|shell,excel.create_or_update_file|ocr.recognize_file|shell.command,evaluate_exact_match,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|write:.xlsx,a98cd488b4c691d18384fde82ea3a4bab64f93ac81d85b6a09b80cfddb2ae0ba
3-39,0,3,.png,.xlsx,excel|ocr|shell,excel.create_or_update_file|ocr.recognize_file|shell.command,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist|evaluate_not_contain|evaluate_not_contain,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.png|write:.xlsx,91550599e4e3d18b0c277628f6279b6a721f8476415120014838f842ebc696f3
3-4,0,3,.xlsx,.pdf,excel|pdf|shell,excel.convert_to_pdf|excel.read_file|shell.command,evaluate_contain|evaluate_file_exist|evaluate_file_exist,excel -> pdf,unsupported,operation:excel.convert_to_pdf|operation:excel.read_file|read:.xlsx|write:.pdf,1b99e827687629d25b7c37029d981d24f07a8cad21c6366559174acf3bbf0987
3-40,0,3,.png,.ics|.xlsx,calendar|excel|ocr,calendar.create_event|excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,ocr -> calendar+excel,unsupported,operation:calendar.create_event|operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.png|write:.ics|write:.xlsx,b303219d04ce6f968cc9b10bf6c70703c7e1469bd8b2e8fb28eb5c1590ada99c
3-41,0,3,.jpg,.xlsx,excel|ocr|shell,excel.create_or_update_file|ocr.recognize_file|shell.command,evaluate_contain|evaluate_file_exist,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|write:.xlsx,35488be03fdac1a47c2c86d85c5a866c14279de4a34ada7319ce2460e2c288cc
3-42,0,3,.jpg,.eml|.xlsx,email|excel|ocr,email.send_email|excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_contain|evaluate_file_exist,ocr -> email+excel,unsupported,operation:email.send_email|operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|write:.eml|write:.xlsx,4b919f90274842a1bfd3f41f5b080f0259f2bfa47315c090b8beeb3fca14c8a3
3-43,0,3,.pdf,.ics|.txt,calendar|email|ocr|pdf,calendar.create_event|ocr.recognize_file|pdf.read_file|shell.command,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,pdf -> calendar+text,partial,operation:calendar.create_event|operation:ocr.recognize_file|write:.ics|write:.txt,c20a33d444f28cb277241805601209f94154d21b3ba997205848f75f3c957e0f
3-44,0,3,.jpg,.ics|.txt,calendar|ocr|shell,calendar.create_event|ocr.recognize_file|shell.command,evaluate_contain|evaluate_file_exist,ocr -> calendar+text,unsupported,operation:calendar.create_event|operation:ocr.recognize_file|read:.jpg|write:.ics|write:.txt,7d7ec7c5d0334d38acdca283aff661dd1cd50dc294b29e5b9b9d81e7de9ce955
3-45,0,3,.xlsx,.ics,calendar|excel,calendar.create_event|excel.read_file,evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,excel -> calendar,unsupported,operation:calendar.create_event|operation:excel.read_file|read:.xlsx|write:.ics,83a6a0bd5f657459ce8eb04549dd8289bd3b70b94d0b515d58f9bbb3c49a155e
3-46,0,3,.xlsx,.eml|.ics,calendar|email|excel,calendar.create_event|email.send_email|excel.read_file,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain,excel -> calendar+email,unsupported,operation:calendar.create_event|operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml|write:.ics,16ecd0fe1860efdef0bba2641107ae723f73e99c69012d89bcf6bd6f2b07d982
3-47,0,3,.xlsx,.pdf,excel|pdf,excel.convert_to_pdf|excel.read_file,evaluate_contain|evaluate_file_exist,excel -> pdf,unsupported,operation:excel.convert_to_pdf|operation:excel.read_file|read:.xlsx|write:.pdf,59704cdd5c3cdfdcaa7b5b1420dca249ed2b87be1b3c3f9c7ec3861c68b73947
3-48,0,3,.xlsx,.ics,calendar|excel,calendar.create_event|excel.read_file,evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,excel -> calendar,unsupported,operation:calendar.create_event|operation:excel.read_file|read:.xlsx|write:.ics,3a31386991cb5b5d689fd9236789adf2967510cde4ee9c52c0ccb354d471cc2f
3-49,0,3,.xlsx,.eml|.ics,calendar|email|excel,calendar.create_event|email.send_email|excel.read_file,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain,excel -> calendar+email,unsupported,operation:calendar.create_event|operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml|write:.ics,6ed16bd4099c1bfd84f2d275c5c7399fde2b2a1291908ae9f53cee58570ffd5f
3-5,0,3,.pdf,.docx|.xlsx,excel|llm|pdf|word,excel.create_or_update_file|llm.complete_text|pdf.read_file|word.create_or_update_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,pdf -> excel+word,partial,operation:excel.create_or_update_file|write:.xlsx,65f8165977411e17bad0a43409a64842c0fe6cff8252f3adab64049315263d55
3-50,0,3,.ics,.jpg|.xlsx,calendar|excel|pdf,calendar.list_events|excel.create_or_update_file|pdf.convert_to_image,evaluate_contain|evaluate_file_exist|evaluate_file_exist,calendar -> excel+ocr,unsupported,operation:calendar.list_events|operation:excel.create_or_update_file|operation:pdf.convert_to_image|read:.ics|write:.jpg|write:.xlsx,c16b1e7e92286f2cf3d8ffaa01e5b9a474e71e9049082d5f7626f9bf87948ce0
3-51,0,3,.ics,.eml|.xlsx,calendar|email|excel,calendar.list_events|email.send_email|excel.create_or_update_file,evaluate_contain|evaluate_file_exist,calendar -> email+excel,unsupported,operation:calendar.list_events|operation:email.send_email|operation:excel.create_or_update_file|read:.ics|write:.eml|write:.xlsx,3458d7fe57460a00a8ab26749e1ef0386c3aafa1f3998f8a39039545805398ba
3-52,0,3,.xlsx,.eml|.ics,calendar|email|excel,calendar.create_event|email.send_email|excel.read_file,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain,excel -> calendar+email,unsupported,operation:calendar.create_event|operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml|write:.ics,574a15129f223ad2bc2eb0e297c88eb2b1b530d2ef91569fcdda1e5667c970a5
3-53,0,3,.xlsx,.ics|.txt,calendar|excel|shell,calendar.create_event|excel.read_file|shell.command,evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,excel -> calendar+text,unsupported,operation:calendar.create_event|operation:excel.read_file|read:.xlsx|write:.ics|write:.txt,450575851ba988189cd5474e168a186c84bf65c9f4e0e68b20c131c58e500b31
3-54,0,3,.xlsx,.docx|.eml,email|excel|word,email.send_email|excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> email+word,partial,operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml,631b5c5795ad53e51725e3fa142e2a3687d9b9f9879925f6b5fcafb87e55d6f9
3-55,0,3,.xlsx,.docx|.jpg,excel|pdf|word,excel.read_file|pdf.convert_to_image|word.create_or_update_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,excel -> ocr+word,partial,operation:excel.read_file|operation:pdf.convert_to_image|read:.xlsx|write:.jpg,0099dfd3811ab9f0c633c7796e0652ea53bbc0aabc267ba79af739d2a8463fb7
3-56,0,3,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,a6362804d97106918593469e088891d594160bc137b883e7aaabc3da8f296f77
3-57,0,3,.xlsx,.docx|.eml,email|excel|word,email.send_email|excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_file_exist,excel -> email+word,partial,operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml,39a6f965f337f01eba20b5b0552a3497b6dc410c0e99915710fdaf116e8d693a
3-58,0,3,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,2342c09b128f97f6a714441385bef1be4062c3f03b4a32253322c7611e67f665
3-59,0,3,.xlsx,.docx|.pdf,excel|llm|pdf|word,excel.convert_to_pdf|excel.read_file|llm.complete_text|word.create_or_update_file,evaluate_file_exist|evaluate_file_exist,excel -> pdf+word,partial,operation:excel.convert_to_pdf|operation:excel.read_file|read:.xlsx|write:.pdf,0e58a3440ee4fe429371e101c25b4c475b5775986358f922b8798a0280997918
3-6,0,3,.xlsx,.eml|.ics,calendar|email|excel,calendar.create_event|email.send_email|excel.read_file,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_file_exist,excel -> calendar+email,unsupported,operation:calendar.create_event|operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml|write:.ics,179829e27e80626a71c29d43de428e9f6d26fe03a079e735c7598c9f210d8c03
3-6,1,3,.xlsx,.eml|.ics,calendar|email|excel,calendar.create_event|email.send_email|excel.read_file,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_file_exist,excel -> calendar+email,unsupported,operation:calendar.create_event|operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml|write:.ics,37af386259006775655dc6a41f9adb0e4a8e0baeb1550a704ce4628cf6707792
3-60,0,3,.xlsx,.docx,excel|shell|word,excel.read_file|shell.command|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,8a4c7324035686b774a0d5985871a0bb89b2fc023655dbcf76506a8c41008db0
3-61,0,3,.xlsx,.docx|.eml,email|excel|llm|word,email.send_email|excel.read_file|llm.complete_text|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> email+word,partial,operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml,376158721070972ebfc7cd7d24285eb4d6cbeb1188ecb5311b56449f35787b89
3-62,0,3,.pdf|.xlsx,.docx|.pdf,excel|pdf|word,excel.convert_to_pdf|excel.read_file|pdf.read_file|word.create_or_update_file,evaluate_exact_match|evaluate_file_exist|evaluate_file_exist,excel+pdf -> pdf+word,partial,operation:excel.convert_to_pdf|operation:excel.read_file|read:.xlsx|write:.pdf,283456a166afb5410a2cb27da58df30d7c30bf1ad0df431a2e181ee11dcc3bee
3-63,0,3,.xlsx,.docx,excel|shell|word,excel.read_file|shell.command|word.create_or_update_file,evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,51f61900d31741943874075504a4f564058e627155e78d6906e55808a8a0cd7e
3-64,0,3,.xlsx,.docx|.jpg,excel|llm|pdf|word,excel.read_file|llm.complete_text|pdf.convert_to_image|word.create_or_update_file,evaluate_file_exist|evaluate_file_exist,excel -> ocr+word,partial,operation:excel.read_file|operation:pdf.convert_to_image|read:.xlsx|write:.jpg,7c06c3b024cd3e993d51466375579a4ec1ce07256461f422de64e0e109b1b40d
3-65,0,3,.xlsx,.docx|.eml,email|excel|llm|word,email.send_email|excel.read_file|llm.complete_text|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> email+word,partial,operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml,0c6d05ec853e4f3e00fb266ac645a1e42835c1bf830d530dda1e825d95ddceaf
3-66,0,3,.xlsx,.docx|.eml,email|excel|llm|word,email.send_email|excel.read_file|llm.complete_text|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> email+word,partial,operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml,fab43e7432b587a98d8c2cf32e13e32e08a0682fb174182e3dc41e0c23318857
3-67,0,3,.xlsx,.docx|.pdf,excel|llm|pdf|word,excel.convert_to_pdf|excel.read_file|llm.complete_text|word.create_or_update_file,evaluate_file_exist|evaluate_file_exist,excel -> pdf+word,partial,operation:excel.convert_to_pdf|operation:excel.read_file|read:.xlsx|write:.pdf,6722878babde4c532f90748ec6ede83419f9f28ee0ecc3c5b00949f77c3164a5
3-68,0,3,.pdf,.eml|.xlsx,email|excel|pdf,email.send_email|excel.create_or_update_file|pdf.read_file,evaluate_contain|evaluate_contain|evaluate_file_exist,pdf -> email+excel,partial,operation:email.send_email|operation:excel.create_or_update_file|write:.eml|write:.xlsx,f427ddb8bb01eb85e1f831de5e669ce5686e7a3d5ceba9d37b7629e88453831b
3-69,0,3,.pdf,.docx|.xlsx,excel|pdf|word,excel.create_or_update_file|pdf.read_file|word.create_or_update_file,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,pdf -> excel+word,partial,operation:excel.create_or_update_file|write:.xlsx,42c98ac07ab0a2fa783b43cc92422895bd4c20a28d3ade40004b153f51c854c8
3-7,0,3,.xlsx,.eml|.pdf,email|excel|pdf|shell,email.send_email|excel.convert_to_pdf|excel.read_file|shell.command,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_file_exist,excel -> email+pdf,unsupported,operation:email.send_email|operation:excel.convert_to_pdf|operation:excel.read_file|read:.xlsx|write:.eml|write:.pdf,5fd9983df79708ae0b2ddb4eafeb685f36456c0fcecb21691e0b03a098699cd0
3-70,0,3,.docx,.docx|.jpg|.pdf,pdf|shell|word,pdf.convert_to_image|shell.command|word.convert_to_pdf|word.create_or_update_file|word.read_file,evaluate_file_exist|evaluate_file_exist,word -> ocr+pdf+word,partial,operation:pdf.convert_to_image|operation:word.convert_to_pdf|operation:word.read_file|read:.docx|write:.jpg|write:.pdf,06f9e6b69bcdd4d289eb97503785a77543a09e92c116820c94b0267e8c4d31f2
3-71,0,3,.pdf,.ics|.jpg,calendar|pdf,calendar.create_event|pdf.convert_to_image|pdf.read_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,pdf -> calendar+ocr,partial,operation:calendar.create_event|operation:pdf.convert_to_image|write:.ics|write:.jpg,875a212ad03724f2625e255bc9309cc1eced173520c2e18dfc0193208e988dfc
3-72,0,3,.pdf,.txt,pdf|shell,pdf.read_file|shell.command,evaluate_contain|evaluate_file_exist,pdf -> text,partial,write:.txt,f286c53a84eb72044f3c6682d28d4b105f410c4510180cf701d378f543779adc
3-73,0,3,.pdf,.ics|.jpg,calendar|ocr|pdf,calendar.create_event|ocr.recognize_file|pdf.convert_to_image|pdf.read_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,pdf -> calendar+ocr,partial,operation:calendar.create_event|operation:ocr.recognize_file|operation:pdf.convert_to_image|write:.ics|write:.jpg,0f1750ed8637a76a920dc99423f2abd6fc577ab39b616dc51f8e4b8f7706b1d5
3-74,0,3,.pdf,.ics|.xlsx,calendar|excel|ocr|pdf,calendar.create_event|excel.create_or_update_file|ocr.recognize_file|pdf.read_file,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,pdf -> calendar+excel,partial,operation:calendar.create_event|operation:excel.create_or_update_file|operation:ocr.recognize_file|write:.ics|write:.xlsx,7472ac7936d4120d46aedad1b074d18b6749cc2e2b663064b38afe67145167ad
3-75,0,3,.docx,.eml|.pdf,email|pdf|shell|word,email.send_email|shell.command|word.convert_to_pdf|word.read_file,evaluate_contain|evaluate_file_exist,word -> email+pdf,unsupported,operation:email.send_email|operation:word.convert_to_pdf|operation:word.read_file|read:.docx|write:.eml|write:.pdf,a5e888b8acf1d6bac878ffad0ead51e2494bdd0c22d6e7f210a5ef27e15b7c90
3-76,0,3,.png,.eml,email|ocr,email.send_email|ocr.recognize_file,evaluate_contain,ocr -> email,unsupported,operation:email.send_email|operation:ocr.recognize_file|read:.png|write:.eml,a6457980872998f3f726bdb254c0e3d16b1eba1345c2f6c83ab830fc5594734d
3-77,0,3,.jpg,.docx,llm|ocr|word,llm.complete_text|ocr.recognize_file|word.create_or_update_file,evaluate_file_exist,ocr -> word,partial,operation:ocr.recognize_file|read:.jpg,a7bad629276c6ed87374c2996afe0ce9fc969049dedac35413091572f9a4d7e3
